CODIGO,C,6;DESCRICAO,C,55;GRUPO,C,12;CADASTRO,D;CUSTO,N,14,4;VENDA_ATU,N,14,4;VENDA_ANT,N,14,4;MARGEM,N,14,4;ESTOQUE,N,14,4;MINIMO,N,14,4;INVENTARIO,D;CODIGOFOR,C,5;PORCENTAGE,N,14,4;CLASSE,C,1;ETIQUETA,C,1;ATIVO,C,1;BARRA,C,13;HORA,C,5;ALTERADO,C,1;VALIDADE,D;VENDA_PRO,N,14,4;EMPRESTIMO,N,14,4;DESCONTO,N,14,4;QTDE_PONTO,N,5,0;PODE_PRECO,C,1;PODE_DESC,C,1;ATUALIZAR,C,1;UNIDADES,N,14,4;LOCAL,C,10;DESC_PRAZO,C,1;QTD_VALIDA,N,14,4;COD_AUX1,C,9;MIN_ULT,N,5,0;MIN_DATA,D;MIN_DIAS,N,3,0;VINCULADO,N,14,4;APRESENTAC,C,2;BLOQ_PRECO,C,1;BLOQ_DESC,C,1;FRACAO,N,14,4;PESO,N,14,4;SUBGRUPO,C,15;REFERENCIA,C,55;VASILHAME,N,14,4;NP01_PORC,N,14,4;NP02_PORC,N,14,4;NP03_PORC,N,14,4;NP04_PORC,N,14,4;NP01_VALOR,N,14,4;NP02_VALOR,N,14,4;NP03_VALOR,N,14,4;NP04_VALOR,N,14,4;CONJ_ESTOQ,C,1;CONJ_CODIG,C,6;CONJ_QTD,N,14,4;ALIQ_ICMS,N,14,4;ALIQ_IPI,N,14,4;ALIQ_ISS,N,14,4;TIPO_PRODU,C,1;ICMS_SUBS,C,1;SIT_TRIBUT,C,3;CUSTO_BRUT,N,14,4;DESC01,N,14,4;DESC02,N,14,4;DESC03,N,14,4;DESC04,N,14,4;CUSTO_IPI,N,14,4;CUSTO_MEDI,N,14,4;CUSTO_FRET,N,14,4;ICMS_RED,C,1;C_FISCAL,C,14;ATU_CAIXA,C,1;ATU_PRECO,C,1
000924;CADEADO MEDIO;MASSAS;28/11/2008;5;8,5;8,5;70;5;0;02/03/2017;00001;0;A;N;S;2310000000000;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,1333;0,1333;0,1333;0,1333;7,51;7,51;7,51;7,51;N;;0;0;0;0;;;;5;0;0;0;0;0;5;0;;;S;S
000925;DES GARNIER ROLLON;AVULSO;28/11/2008;11,2;8,5;15,25;-24,1071;0;0;15/02/2018;00001;0;A;N;S;7899706130974;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;8,5;8,5;8,5;8,5;N;;0;0;0;0;;;;11,2;0;0;0;0;0;11,1;0;;;S;S
000926;BOTINAS SAO ROQUE;AVULSO;29/11/2008;38;49,5;45;30,2632;6;0;15/08/2018;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;49,5;49,5;49,5;49,5;N;;0;0;0;0;;;;38;0;0;0;0;0;35;0;;;S;S
000927;COND TRALALA EXTRA DESEMBARACO;PRODUTOS;01/12/2008;8;10,5;10;31,25;0;0;23/06/2016;00001;0;A;N;S;7896115700194;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,002;0,002;0,002;0,002;6,2;6,2;6,2;6,2;N;;0;0;0;0;;;;8;0;0;0;0;0;8;0;;;S;S
000928;PAO DE SAL;AVULSO;02/12/2008;7,8;9,95;7,5;27,5641;-326,652;0;03/07/2017;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-100;-100;-100;-100;0;0;0;0;N;;0;0;0;0;;;;7,8;0;0;0;0;0;5,3448;0;;;S;S
000929;SUCO FIT UVA;AVULSO;02/12/2008;0,71;0,95;0,95;33,8;3;0;25/09/2017;00001;0;A;N;S;7891132009961;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,25;0,25;0,25;0,25;4,01;4,01;4,01;4,01;N;;0;0;0;0;;;;0,71;0;0;0;0;0;0,71;0;;;S;S
000930;PAO SOVADO;AVULSO;02/12/2008;3,4;4,5;4;32,3529;-542;0;11/07/2018;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;4,5;4,5;4,5;4,5;N;;0;0;0;0;;;;3,4;0;0;0;0;0;2,8333;0;;;S;S
000931;PAO DE FORMA PRADO;AVULSO;02/12/2008;3,2;4,2;4,2;31,25;-736;0;07/05/2018;00001;0;A;N;S;7898403450101;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;4,2;4,2;4,2;4,2;N;;0;0;0;0;;;;3,2;0;0;0;0;0;3,2;0;;;S;S
000932;SAND HAV TOP MAX 41/42 CINZA ACO;AVULSO;02/12/2008;13,7;20;20;45,99;1;0;30/11/2017;00001;0;A;N;S;7893249666129;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0004;-0,0004;-0,0004;-0,0004;17;17;17;17;N;;0;0;0;0;;;;13,7;0;0;0;0;0;13,7;0;;;S;S
000933;BRINQUEDO 4;AVULSO;02/12/2008;1,35;4;1,6677;196,2963;10;0;29/05/2018;00001;0;A;N;S;7898930181042;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;N;1;0;;;0;0;0;0;0;4;4;4;4;N;;0;0;0;0;;;;1,35;0;0;0;0;0;1,425;0;;;S;S
000934;PIRULITO;AVULSO;02/12/2008;0,11;0,5;0,2;354,5455;-81;0;18/08/2017;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;0,5;0,5;0,5;0,5;N;;0;0;0;0;;;;0,11;0;0;0;0;0;0,11;0;;;S;S
000935;BISC AYMORE MARIA;PRODUTOS;02/12/2008;2,69;2,95;2,5;9,6654;0;0;14/07/2016;00001;0;A;N;S;7896058204841;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;2,95;2,95;2,95;2,95;N;;0;0;0;0;;;;2,69;0;0;0;0;0;2,69;0;;;S;S
000936;CJ XICARA FLORAL;PRODUTOS;03/12/2008;15,04;22,0005;22;46,28;0;0;03/02/2011;00001;0;A;N;S;7897753698003;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0023;-0,0023;-0,0023;-0,0023;22;22;22;22;N;;0;0;0;0;;;;15,04;0;0;0;0;0;15,04;0;;;S;S
000937;CJ XICARA LIS;PRODUTOS;03/12/2008;16,14;22;22;36,31;0;0;15/10/2012;00001;0;A;N;S;7897753697983;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0078;0,0078;0,0078;0,0078;22,68;22,68;22,68;22,68;N;;0;0;0;0;;;;16,14;0;0;0;0;0;16,14;0;;;S;S
000938;COPO DESC CAFE;PRODUTOS;03/12/2008;0,83;1,5;0;80,7229;0;0;03/05/2018;00001;0;A;N;S;7898930340012;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;1,5;1,5;1,5;1,5;N;;0;0;0;0;;;;0,83;0;0;0;0;0;0;0;;;S;S
000939;CREME PENTEAR SEDA CACHOS DEFINIDOS;AVULSO;03/12/2008;4,95;8,5;8,5;71,72;2;0;21/07/2016;00001;0;A;N;S;7891037000322;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;24;24;24;24;N;;0;0;0;0;;;;4,95;0;0;0;0;0;4,95;0;;;S;S
000940;TORRADA BAUDUCCO MIX DE CASTANHA;PRODUTOS;03/12/2008;2,25;3,15;23;40;1;0;23/05/2016;00001;0;A;N;S;7891962024806;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,9524;-0,9524;-0,9524;-0,9524;3,12;3,12;3,12;3,12;N;;0;0;0;0;;;;2,25;0;0;0;0;0;16,74;0;;;S;S
000941;DESINF SANITARIO INSPIRA CAMPOS DE LAVANDA;PRODUTOS;03/12/2008;5,24;7,3501;0,949;40,27;0;0;03/05/2016;00001;0;A;N;S;7896021624850;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,134;0,134;0,134;0,134;7,36;7,36;7,36;7,36;N;;0;0;0;0;;;;5,24;0;0;0;0;0;5,24;0;;;S;S
000942;EVITA MOFO INSPIRA LIMAO;PRODUTOS;03/12/2008;3,83;5,4999;0,949;43,6;0;0;03/05/2016;00001;0;A;N;S;7896021625130;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,184;0,184;0,184;0,184;5,51;5,51;5,51;5,51;N;;0;0;0;0;;;;3,83;0;0;0;0;0;3,83;0;;;S;S
000943;EVITA MOFO INSPIRA LAVANDA;PRODUTOS;03/12/2008;3,83;5,4999;0,949;43,6;0;0;03/05/2016;00001;0;A;N;S;7896021625116;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,184;0,184;0,184;0,184;5,51;5,51;5,51;5,51;N;;0;0;0;0;;;;3,83;0;0;0;0;0;3,83;0;;;S;S
000944;GELATINA FOLHA VER;AVULSO;03/12/2008;2,76;3,6;0;30,4348;0;0;03/05/2016;00001;0;A;N;S;7896072051070;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;3,6;3,6;3,6;3,6;N;;0;0;0;0;;;;2,76;0;0;0;0;0;0;0;;;S;S
000945;DESINF PATO MARINE 500 ML;PRODUTOS;03/12/2008;5,24;5,75;0,5;9,7328;0;0;06/02/2016;00001;0;A;N;S;7894650155011;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;5,75;5,75;5,75;5,75;N;;0;0;0;0;;;;5,24;0;0;0;0;0;5,24;0;;;S;S
000946;REGUA ENCARTELADA 30CM;AVULSO;03/12/2008;0,62;1;0;61,2903;0;0;26/10/2012;00001;0;A;N;S;7897294401636;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;1;1;1;1;N;;0;0;0;0;;;;0,62;0;0;0;0;0;0;0;;;S;S
000947;SAND HAV CASUAL 43/44 CINZA/PRETO;HAVAIANAS;03/12/2008;14,67;32;17,0002;118,1322;0;0;17/07/2018;00001;0;A;N;S;7891224655748;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;32;32;32;32;N;;0;0;0;0;;;;14,67;0;0;0;0;0;14,67;0;;;S;S
000948;SAND HAV SLIM GEOMETRICA 37/38 BRANCA;HAVAIANAS;03/12/2008;13,58;20;15,0002;47,28;0;0;23/01/2018;00001;0;A;N;S;7893249700465;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0015;-0,0015;-0,0015;-0,0015;15;15;15;15;N;;0;0;0;0;;;;13,58;0;0;0;0;0;11,88;0;;;S;S
000949;DES REXONA AEROSOL S/ PERFUME;PRODUTOS;03/12/2008;7,86;11,5;9;46,3104;0;0;03/05/2016;00001;0;A;N;S;7791293011769;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;11,5;11,5;11,5;11,5;N;;0;0;0;0;;;;7,86;0;0;0;0;0;7,86;0;;;S;S
000950;CREME NOVEX DETOX;PRODUTOS;03/12/2008;14;19,5;3,7001;39,29;0;0;06/03/2018;00001;0;A;N;S;7896013557838;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0026;-0,0026;-0,0026;-0,0026;3,7;3,7;3,7;3,7;N;;0;0;0;0;;;;14;0;0;0;0;0;14;0;;;S;S
000951;BALANCA DIGITAL;PRODUTOS;03/12/2008;20;28;4;40;0;0;21/09/2018;00001;0;A;N;S;7899658356255;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;4;4;4;4;N;;0;0;0;0;;;;20;0;0;0;0;0;20;0;;;S;S
000952;CEBOLA;AVULSO;03/12/2008;1,5;2,5;2,5;66,67;-21,335;0;29/05/2018;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,8025;0,8025;0,8025;0,8025;5,04;5,04;5,04;5,04;N;;0;0;0;0;;;;1,5;0;0;0;0;0;1,625;0;;;S;S
000953;FUNIL (PEQUENO);AVULSO;03/12/2008;0,73;2;3;173,9726;3;0;22/02/2017;00001;0;A;N;S;7896232515107;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;2;2;2;2;N;;0;0;0;0;;;;0,73;0;0;0;0;0;0,73;0;;;S;S
000954;FARINHA DE MILHO ROCINHA 500G;PRODUTOS;03/12/2008;1,95;2,7;2,6;38,46;-2;0;22/11/2016;00001;0;A;N;S;7897631700026;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0015;0,0015;0,0015;0,0015;2,6;2,6;2,6;2,6;N;;0;0;0;0;;;;1,95;0;0;0;0;0;1,95;0;;;S;S
000955;COND TRALALA BRILHO E PROTECAO;PRODUTOS;04/12/2008;8;10,5;10;31,25;0;0;23/06/2016;00001;0;A;N;S;7896115702020;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0025;0,0025;0,0025;0,0025;6,2;6,2;6,2;6,2;N;;0;0;0;0;;;;8;0;0;0;0;0;8;0;;;S;S
000956;SAND HAV ANIMALIS33/34 BEGE;PRODUTOS;04/12/2008;15,67;24;5,7501;53,16;0;0;23/06/2016;00001;0;A;N;S;7895265928526;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0026;-0,0026;-0,0026;-0,0026;5,75;5,75;5,75;5,75;N;;0;0;0;0;;;;15,67;0;0;0;0;0;15,67;0;;;S;S
000957;SABAO BRILHANTE LIQUIDO (SACHE);PRODUTOS;04/12/2008;5,55;7,5;7,5;35,14;5;0;04/09/2017;00001;0;A;N;S;7891150040960;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0021;-0,0021;-0,0021;-0,0021;7;7;7;7;N;;0;0;0;0;;;;5,55;0;0;0;0;0;5,55;0;;;S;S
000958;DESINF PINHO SOL LAVANDA;PRODUTOS;04/12/2008;2,16;3,2;3,1;48,15;0;0;29/05/2018;00001;0;A;N;S;7891024193051;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0012;-0,0012;-0,0012;-0,0012;3,2;3,2;3,2;3,2;N;;0;0;0;0;;;;2,16;0;0;0;0;0;2,26;0;;;S;S
000959;DESINF PINHO SOL ORIGINAL 500 ML;PRODUTOS;04/12/2008;2,94;4,25;4,5;44,56;1;0;01/09/2017;00001;0;A;N;S;7891024194102;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0025;0,0025;0,0025;0,0025;5;5;5;5;N;;0;0;0;0;;;;2,94;0;0;0;0;0;2,94;0;;;S;S
000960;VEJA MULTI USO ORIGINAL;PRODUTOS;04/12/2008;3,08;4,9;4,25;59,09;1;0;29/08/2016;00001;0;A;N;S;7891035210006;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0011;0,0011;0,0011;0,0011;4,5;4,5;4,5;4,5;N;;0;0;0;0;;;;3,08;0;0;0;0;0;3,08;0;;;S;S
000961;COND TRALALA QUERATINA;PRODUTOS;04/12/2008;8;10,5;8,9997;31,25;1;0;11/01/2017;00001;0;A;N;S;7896115700026;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,1141;0,1141;0,1141;0,1141;9,01;9,01;9,01;9,01;N;;0;0;0;0;;;;8;0;0;0;0;0;8;0;;;S;S
000962;PICKUP UNIVERSO;AVULSO;04/12/2008;23,9;34;3,99;42,26;0;0;12/04/2016;00001;0;A;N;S;7898933076185;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;3,99;3,99;3,99;3,99;N;;0;0;0;0;;;;23,9;0;0;0;0;0;23,9;0;;;S;S
000963;JARRA CISPER 1,500 ML;AVULSO;04/12/2008;7,9;12,0001;12;51,9;0;0;08/02/2016;00001;0;A;N;S;7891017008522;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0008;-0,0008;-0,0008;-0,0008;12;12;12;12;N;;0;0;0;0;;;;7,9;0;0;0;0;0;7,9;0;;;S;S
000964;SAND HAV KIDS ATHETIC 31/32 MARINHO;AVULSO;04/12/2008;12,46;18;17;44,46;0;0;12/06/2017;00001;0;A;N;S;7891224671489;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;20;20;20;20;N;;0;0;0;0;;;;12,46;0;0;0;0;0;12,39;0;;;S;S
000965;RALADOR INOX STARHOUSE;AVULSO;04/12/2008;7,97;11;11;38,02;0;0;06/08/2016;00001;0;A;N;S;7899653780741;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;11;11;11;11;N;;0;0;0;0;;;;7,97;0;0;0;0;0;7,97;0;;;S;S
000966;JOGO POTE 2G PLASTICO REDONDO TRANSLUCIDO;AVULSO;04/12/2008;2,29;4;3,35;74,6725;0;0;04/05/2016;00001;0;A;N;S;7898913455047;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;4;4;4;4;N;;0;0;0;0;;;;2,29;0;0;0;0;0;2,29;0;;;S;S
000967;PAO DE FORMA 7 GRAOS;AVULSO;04/12/2008;4,34;5,6;5,6;29,03;-211;0;06/04/2018;00001;0;A;N;S;7898403450354;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;5,6;5,6;5,6;5,6;N;;0;0;0;0;;;;4,34;0;0;0;0;0;4,34;0;;;S;S
000968;SAND HAV TOP MARAVILHA 35/36;HAVAIANAS;04/12/2008;10,49;15;15;42,99;0;0;17/03/2016;00001;0;A;N;S;7895265293853;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0025;0,0025;0,0025;0,0025;8;8;8;8;N;;0;0;0;0;;;;10,49;0;0;0;0;0;10,395;0;;;S;S
000969;ADOCANTE ZERO SUCAROSE;PRODUTOS;04/12/2008;5,62;7,5;8,7;33,45;5;0;10/01/2017;00001;0;A;N;S;7896094906624;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0033;0,0033;0,0033;0,0033;4;4;4;4;N;;0;0;0;0;;;;5,62;0;0;0;0;0;5,62;0;;;S;S
000970;BATEDOR DE BIFE;AVULSO;04/12/2008;7,5;10;0,25;33,33;0;0;24/11/2009;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;0,25;0,25;0,25;0,25;N;;0;0;0;0;;;;7,5;0;0;0;0;0;7,5;0;;;S;S
000971;CHOC BIS AO LEITE;PRODUTOS;04/12/2008;3,22;4,5;4,75;39,75;6;0;25/09/2017;00001;0;A;N;S;7622300807399;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;4,9;4,9;4,9;4,9;N;;0;0;0;0;;;;3,22;0;0;0;0;0;3,22;0;;;S;S
000972;DESINF CELY FLORAL;PRODUTOS;04/12/2008;2,45;3,1999;2,8;30,61;0;0;21/08/2012;00001;0;A;N;S;7898906687042;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0017;0,0017;0,0017;0,0017;3,2;3,2;3,2;3,2;N;;0;0;0;0;;;;2,45;0;0;0;0;0;2,45;0;;;S;S
000973;DESINF CELY LAVANDA;PRODUTOS;04/12/2008;2,45;3,2;2,8;30,61;0;0;15/10/2012;00001;0;A;N;S;7898906687059;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;2,65;2,65;2,65;2,65;N;;0;0;0;0;;;;2,45;0;0;0;0;0;2,45;0;;;S;S
000974;LEITE ITALAC INTEGRAL;PRODUTOS;04/12/2008;2;2,5;3;25;2;0;05/10/2016;00001;0;A;N;S;7898080640017;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,2441;0,2441;0,2441;0,2441;4,11;4,11;4,11;4,11;N;;0;0;0;0;;;;2;0;0;0;0;0;2,175;0;;;S;S
000975;TEMPERO ARISCO ALHO E SAL;PRODUTOS;04/12/2008;3,29;4,5;4,25;36,78;15;0;17/03/2016;00001;0;A;N;S;7891700012102;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,001;-0,001;-0,001;-0,001;2,5;2,5;2,5;2,5;N;;0;0;0;0;;;;3,29;0;0;0;0;0;3,29;0;;;S;S
000976;TEMPERO ARISCO COMPLETO;PRODUTOS;04/12/2008;3,08;4,25;4,35;37,99;0;0;06/02/2016;00001;0;A;N;S;7891700011006;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;3,25;3,25;3,25;3,25;N;;0;0;0;0;;;;3,08;0;0;0;0;0;3,15;0;;;S;S
000977;TEMP SAZON MARROM;PRODUTOS;04/12/2008;2,78;3,9;3,65;40,29;2;0;08/08/2017;00001;0;A;N;S;7891132019724;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;3,65;3,65;3,65;3,65;N;;0;0;0;0;;;;2,78;0;0;0;0;0;2,78;0;;;S;S
000978;LEITE KARINHO;PRODUTOS;04/12/2008;2,05;2,5;2,55;21,95;0;0;04/05/2016;00001;0;A;N;S;7896454413014;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,001;0,001;0,001;0,001;2,5;2,5;2,5;2,5;N;;0;0;0;0;;;;2,05;0;0;0;0;0;2,05;0;;;S;S
000979;JARRA STELA 1 LITRO;AVULSO;04/12/2008;12;16;14,4995;33,33;0;0;18/01/2017;00001;0;A;N;S;8697975009026;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0033;0,0033;0,0033;0,0033;14,5;14,5;14,5;14,5;N;;0;0;0;0;;;;12;0;0;0;0;0;12;0;;;S;S
000980;CJ TACAS RITMO;PRODUTOS;04/12/2008;8;12;10,4997;50;0;0;17/06/2010;00001;0;A;N;S;7898007756340;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0026;0,0026;0,0026;0,0026;10,5;10,5;10,5;10,5;N;;0;0;0;0;;;;8;0;0;0;0;0;8;0;;;S;S
000981;CIF DESGORDURANTE (REFIL);AVULSO;04/12/2008;4;5;22,5008;25;1;0;30/08/2017;00001;0;A;N;S;7891150038530;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0036;-0,0036;-0,0036;-0,0036;22,5;22,5;22,5;22,5;N;;0;0;0;0;;;;4;0;0;0;0;0;4;0;;;S;S
000982;ESCORREDOR DE PLASTICO;AVULSO;04/12/2008;3,29;4,75;3,95;44,38;3;0;18/05/2016;00001;0;A;N;S;7898121655093;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;2;2;2;2;N;;0;0;0;0;;;;3,29;0;0;0;0;0;3,29;0;;;S;S
000983;SUKITA UVA  237 ML;AVULSO;04/12/2008;0,81;1,25;1,25;54,32;2;0;29/08/2017;00001;0;A;N;S;7891149103423;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0003;-0,0003;-0,0003;-0,0003;1,25;1,25;1,25;1,25;N;;0;0;0;0;;;;0,81;0;0;0;0;0;0,81;0;;;S;S
000984;BACIA JAGUAR 6,7L;AVULSO;04/12/2008;2,99;4,2;0;40,4682;0;0;10/10/2012;00001;0;A;N;S;;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;4,2;4,2;4,2;4,2;N;;0;0;0;0;;;;2,99;0;0;0;0;0;0;0;;;S;S
000985;BACIA INOX 36 CM;AVULSO;04/12/2008;19;26,5;7,7502;39,47;0;0;18/05/2016;00001;0;A;N;S;7899206129614;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,003;-0,003;-0,003;-0,003;7,75;7,75;7,75;7,75;N;;0;0;0;0;;;;19;0;0;0;0;0;19;0;;;S;S
000986;PINGA VELHO BARREIRO;AVULSO;04/12/2008;6,47;8,75;7;35,24;1;0;06/02/2016;00001;0;A;N;S;7896050200124;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,1429;-0,1429;-0,1429;-0,1429;6,99;6,99;6,99;6,99;N;;0;0;0;0;;;;6,47;0;0;0;0;0;6,47;0;;;S;S
000987;LAMPADA PRATIK LED 7 W;AVULSO;04/12/2008;8,57;12;12;40,02;0;0;16/05/2017;00001;0;A;N;S;7896480661410;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;12;12;12;12;N;;0;0;0;0;;;;8,57;0;0;0;0;0;8,535;0;;;S;S
000988;POTE INVICTA 1,3 LITROS;AVULSO;05/12/2008;3,59;6;5,5;67,13;10;0;11/01/2017;00001;0;A;N;S;7891691028014;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0;0;0;0;5,5;5,5;5,5;5,5;N;;0;0;0;0;;;;3,59;0;0;0;0;0;3,59;0;;;S;S
000989;BISCOITO AYMORE BRIGADEIRO;AVULSO;06/12/2008;1,28;1,8;1,65;40,63;38;0;08/04/2016;00001;0;A;N;S;7896058255034;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0002;-0,0002;-0,0002;-0,0002;5;5;5;5;N;;0;0;0;0;;;;1,28;0;0;0;0;0;1,28;0;;;S;S
000990;CANECAO ASCC N 18;SH SEDA;06/12/2008;20,41;28;12,5001;37,19;1;0;30/10/2017;00001;0;A;N;S;7898397747133;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;-0,0004;-0,0004;-0,0004;-0,0004;12,5;12,5;12,5;12,5;N;;0;0;0;0;;;;20,41;0;0;0;0;0;20,41;0;;;S;S
000991;CHAPEU PALHA TEXANO;AVULSO;06/12/2008;9;12,5;12,5;38,89;6;0;03/03/2017;00001;0;A;N;S;08914612;;*;;0;0;0;0;N;N;S;1;;N;0;;0;;0;0;;S;S;1;0;;;0;0,0009;0,0009;0,0009;0,0009;3,1;3,1;3,1;3,1;N;;0;0;0;0;;;;9;0;0;0;0;0;9;0;;;S;S
